OMIM	OMIM_NAME	DO	DO_NAME	CLASS	CLASS_NAME
OMIM:614498	RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL; RMFSL	NA	NA	NA	NA
OMIM:614499	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34; MRT34	DOID:0060308	Autosomal Recessive Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614500	CONE-ROD DYSTROPHY 16; CORD16	DOID:0050572	Cone-Rod Dystrophy	DOID:863	Nervous System Disease
OMIM:614501	PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM; PMRED	NA	NA	NA	NA
OMIM:614504	USHER SYNDROME, TYPE IIIB; USH3B	DOID:0050439	Usher Syndrome	DOID:0050177	Monogenic Disease
OMIM:614507	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ir; CDG1R	NA	NA	NA	NA
OMIM:614508	MIRROR MOVEMENTS 2; MRMV2	NA	NA	NA	NA
OMIM:614514	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE; THPH6	NA	NA	NA	NA
OMIM:614521	THROMBOCYTHEMIA 3; THCYT3	DOID:2224	Hemorrhagic Thrombocythemia	DOID:162	Cancer
OMIM:614524	FIBROCHONDROGENESIS 2; FBCG2	NA	NA	NA	NA
OMIM:614557	EHLERS-DANLOS SYNDROME WITH PROGRESSIVE KYPHOSCOLIOSIS, MYOPATHY, AND HEARING LOSS; EDSKMH	NA	NA	NA	NA
OMIM:614558	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 13; EIEE13	DOID:0050709	Ohtahara Syndrome	DOID:863	Nervous System Disease
OMIM:614559	INFANTILE CEREBELLAR-RETINAL DEGENERATION; ICRD	DOID:0050883	Infantile Cerebellar-Retinal Degeneration	DOID:863	Nervous System Disease
OMIM:614561	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC	NA	NA	NA	NA
OMIM:614563	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13; MRD13	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614564	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL; FCTCS	NA	NA	NA	NA
OMIM:614565	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E; CSNB1E	NA	NA	NA	NA
OMIM:614576	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L	NA	NA	NA	NA
OMIM:614582	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9; COXPD9	DOID:0060286	Combined Oxidative Phosphorylation Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614583	BARAITSER-WINTER SYNDROME 2; BRWS2	DOID:0060229	Baraitser-Winter Syndrome	NA	NA
OMIM:614592	BENT BONE DYSPLASIA SYNDROME; BBDS	DOID:10591	Pre-Eclampsia	DOID:1287	Cardiovascular System Disease
OMIM:614594	PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES	NA	NA	NA	NA
OMIM:614595	PREECLAMPSIA/ECLAMPSIA 5; PEE5	NA	NA	NA	NA
OMIM:614602	TRICHOHEPATOENTERIC SYNDROME 2; THES2	NA	NA	NA	NA
OMIM:614607	COFFIN-SIRIS SYNDROME 2; CSS2	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614608	COFFIN-SIRIS SYNDROME 3; CSS3	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614609	COFFIN-SIRIS SYNDROME 4; CSS4	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:614613	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2	DOID:14669	Acrodysostosis	DOID:17	Musculoskeletal System Disease
OMIM:614614	DEAFNESS, AUTOSOMAL DOMINANT 4B; DFNA4B	NA	NA	NA	NA
OMIM:614615	JOUBERT SYNDROME 17; JBTS17	DOID:0050777	Joubert Syndrome	DOID:0060340	Ciliopathy
OMIM:614616	DIARRHEA 6; DIAR6	NA	NA	NA	NA
OMIM:614617	DEAFNESS, AUTOSOMAL RECESSIVE 86; DFNB86	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:614618	HYPEREKPLEXIA 3; HKPX3	NA	NA	NA	NA
OMIM:614619	HYPEREKPLEXIA 2; HKPX2	NA	NA	NA	NA
OMIM:614621	UV-SENSITIVE SYNDROME 2; UVSS2	DOID:0060240	UV-Sensitive Syndrome	DOID:0050177	Monogenic Disease
OMIM:614640	UV-SENSITIVE SYNDROME 3; UVSS3	DOID:0060240	UV-Sensitive Syndrome	DOID:0050177	Monogenic Disease
OMIM:614643	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7; MDDGA7	DOID:0050588	Muscular Dystrophy-Dystroglycanopathy	DOID:17	Musculoskeletal System Disease
OMIM:614650	COENZYME Q10 DEFICIENCY, PRIMARY, 6; COQ10D6	DOID:0050730	Coenzyme Q10 Deficiency Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614651	COENZYME Q10 DEFICIENCY, PRIMARY, 2; COQ10D2	DOID:0050730	Coenzyme Q10 Deficiency Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614652	COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3	DOID:0050730	Coenzyme Q10 Deficiency Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614653	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI; HSAN6	DOID:0050548	Hereditary Sensory Neuropathy	DOID:863	Nervous System Disease
OMIM:614654	COENZYME Q10 DEFICIENCY, PRIMARY, 5; COQ10D5	DOID:0050730	Coenzyme Q10 Deficiency Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614662	CORTISONE REDUCTASE DEFICIENCY 2; CORTRD2	NA	NA	NA	NA
OMIM:614665	MECONIUM ILEUS	NA	NA	NA	NA
OMIM:614669	AURICULOCONDYLAR SYNDROME 2; ARCND2	NA	NA	NA	NA
OMIM:614672	CARDIOMYOPATHY, DILATED, 2B; CMD2B	DOID:12930	Dilated Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:614673	MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE; MCPH8	NA	NA	NA	NA
OMIM:614674	PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT	DOID:9620	Vesicoureteral Reflux	DOID:18	Urinary System Disease
OMIM:614675	BONE MARROW FAILURE SYNDROME 1; BMFS1	NA	NA	NA	NA
OMIM:614678	PONTOCEREBELLAR HYPOPLASIA, TYPE 1B; PCH1B	DOID:0060266	Pontocerebellar Hypoplasia Type 1b	DOID:863	Nervous System Disease
OMIM:614679	CILIARY DYSKINESIA, PRIMARY, 17; CILD17	DOID:9562	Primary Ciliary Dyskinesia	DOID:0060340	Ciliopathy
OMIM:614691	CATARACT 38; CTRCT38	NA	NA	NA	NA
OMIM:614696	AMYOTROPHIC LATERAL SCLEROSIS 17; ALS17	DOID:0060208	Amyotrophic Lateral Sclerosis Type 17	DOID:863	Nervous System Disease
OMIM:614699	IMMUNODEFICIENCY, COMMON VARIABLE, 7; CVID7	DOID:12177	Common Variable Immunodeficiency	DOID:2914	Immune System Disease
OMIM:614700	IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY; CVID8	DOID:12177	Common Variable Immunodeficiency	DOID:2914	Immune System Disease
OMIM:614701	CORNELIA DE LANGE SYNDROME 4; CDLS4	DOID:11725	Cornelia De Lange Syndrome	NA	NA
OMIM:614702	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10	DOID:0060286	Combined Oxidative Phosphorylation Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614706	CEROID LIPOFUSCINOSIS, NEURONAL, 11; CLN11	DOID:14503	Neuronal Ceroid Lipofuscinosis	DOID:655	Inherited Metabolic Disorder
OMIM:614707	BROWN-VIALETTO-VAN LAERE SYNDROME 2; BVVLS2	NA	NA	NA	NA
OMIM:614714	POROKERATOSIS 7, MULTIPLE TYPES; POROK7	NA	NA	NA	NA
OMIM:614723	ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY; APRTD	DOID:0060350	Adenine Phosphoribosyltransferase Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614727	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIk; CDG2K	NA	NA	NA	NA
OMIM:614728	SECKEL SYNDROME 6; SCKL6	DOID:0050569	Seckel Syndrome	DOID:0050177	Monogenic Disease
OMIM:614732	INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, AND GENITAL ANOMALIES	DOID:0050885	IMAGe Syndrome	NA	NA
OMIM:614736	GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY; GCCD4	NA	NA	NA	NA
OMIM:614739	3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDEL	NA	NA	NA	NA
OMIM:614740	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 7; BCC7	DOID:2513	Basal Cell Carcinoma	DOID:162	Cancer
OMIM:614741	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY; MPYCD	NA	NA	NA	NA
OMIM:614742	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1; PFBMFT1	NA	NA	NA	NA
OMIM:614743	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2; PFBMFT2	NA	NA	NA	NA
OMIM:614744	FACIAL PARESIS, HEREDITARY CONGENITAL, 3; HCFP3	NA	NA	NA	NA
OMIM:614748	INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL; ILNEB	NA	NA	NA	NA
OMIM:614749	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2; HPMRS2	NA	NA	NA	NA
OMIM:614750	MYASTHENIC SYNDROME, CONGENITAL, 13; CMS13	NA	NA	NA	NA
OMIM:614751	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB; HMN5B	NA	NA	NA	NA
OMIM:614753	SOTOS SYNDROME 2; SOTOS2	DOID:14748	Sotos Syndrome	DOID:0050177	Monogenic Disease
OMIM:614756	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION; CANPMR	NA	NA	NA	NA
OMIM:614779	HETEROTAXY, VISCERAL, 6, AUTOSOMAL; HTX6	DOID:0050545	Visceral Heterotaxy	NA	NA
OMIM:614782	TREMOR, HEREDITARY ESSENTIAL, 4; ETM4	DOID:4990	Essential Tremor	DOID:863	Nervous System Disease
OMIM:614800	SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY; SOPH	NA	NA	NA	NA
OMIM:614807	MYOPATHY, CENTRONUCLEAR, 4; CNM4	DOID:14717	Centronuclear Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:614808	AMYOTROPHIC LATERAL SCLEROSIS 18; ALS18	DOID:0060209	Amyotrophic Lateral Sclerosis Type 18	DOID:863	Nervous System Disease
OMIM:614809	CFHR5 DEFICIENCY	NA	NA	NA	NA
OMIM:614810	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO, 5; MS5	DOID:2377	Multiple Sclerosis	DOID:863	Nervous System Disease
OMIM:614813	SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT	NA	NA	NA	NA
OMIM:614814	ADAMS-OLIVER SYNDROME 3; AOS3	DOID:0060227	Adams-Oliver Syndrome	NA	NA
OMIM:614815	JOUBERT SYNDROME 18; JBTS18	DOID:0050777	Joubert Syndrome	DOID:0060340	Ciliopathy
OMIM:614816	LOEYS-DIETZ SYNDROME 4; LDS4	DOID:0050466	Loeys-Dietz Syndrome	DOID:0050177	Monogenic Disease
OMIM:614817	INTERSTITIAL NEPHRITIS, KARYOMEGALIC; KMIN	NA	NA	NA	NA
OMIM:614819	WEILL-MARCHESANI SYNDROME 3; WMS3	DOID:0050475	Weill-Marchesani Syndrome	DOID:0050177	Monogenic Disease
OMIM:614820	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2; AHC2	DOID:0050635	Alternating Hemiplegia of Childhood	DOID:863	Nervous System Disease
OMIM:614822	SPERMATOGENIC FAILURE 10; SPGF10	DOID:14227	Azoospermia	DOID:15	Reproductive System Disease
OMIM:614823	AORTIC VALVE DISEASE 2; AOVD2	DOID:1712	Aortic Valve Stenosis	DOID:1287	Cardiovascular System Disease
OMIM:614830	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8; MDDGA8	DOID:0050588	Muscular Dystrophy-Dystroglycanopathy	DOID:17	Musculoskeletal System Disease
OMIM:614831	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13; SCAR13	NA	NA	NA	NA
OMIM:614832	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4; AI2A4	DOID:2187	Amelogenesis Imperfecta	DOID:77	Gastrointestinal System Disease
OMIM:614833	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES; MSSP	NA	NA	NA	NA
OMIM:614837	HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA; HH8	NA	NA	NA	NA
OMIM:614838	HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA; HH9	NA	NA	NA	NA
OMIM:614839	HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA; HH10	NA	NA	NA	NA
OMIM:614840	HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA; HH11	NA	NA	NA	NA
OMIM:614841	HYPOGONADOTROPIC HYPOGONADISM 12 WITH OR WITHOUT ANOSMIA; HH12	NA	NA	NA	NA
OMIM:614842	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA; HH13	NA	NA	NA	NA
OMIM:614844	NEPHRONOPHTHISIS 14; NPHP14	DOID:12712	Nephronophthisis	DOID:0050177	Monogenic Disease
OMIM:614845	NEPHRONOPHTHISIS 15; NPHP15	DOID:12712	Nephronophthisis	DOID:0050177	Monogenic Disease
OMIM:614847	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12; EIG12	DOID:1827	Idiopathic Generalized Epilepsy	DOID:863	Nervous System Disease
OMIM:614850	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 4	NA	NA	NA	NA
OMIM:614851	SECKEL SYNDROME 7; SCKL7	DOID:0050569	Seckel Syndrome	DOID:0050177	Monogenic Disease
OMIM:614852	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE; MCPH9	NA	NA	NA	NA
OMIM:614856	OSTEOGENESIS IMPERFECTA, TYPE XIII; OI13	DOID:12347	Osteogenesis Imperfecta	DOID:17	Musculoskeletal System Disease
OMIM:614857	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE; MAHCJ	NA	NA	NA	NA
OMIM:614858	HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA; HH14	NA	NA	NA	NA
OMIM:614859	PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER); PBD3A	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614860	DYSTONIA 23; DYT23	NA	NA	NA	NA
OMIM:614861	DEAFNESS, AUTOSOMAL RECESSIVE 98; DFNB98	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:614862	PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER); PBD4A	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614863	PEROXISOME BIOGENESIS DISORDER 4B; PBD4B	NA	NA	NA	NA
OMIM:614866	PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5A	NA	NA	NA	NA
OMIM:614867	PEROXISOME BIOGENESIS DISORDER 5B; PBD5B	NA	NA	NA	NA
OMIM:614868	T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS; TIIAC	NA	NA	NA	NA
OMIM:614869	USHER SYNDROME, TYPE IJ; USH1J	DOID:0050439	Usher Syndrome	DOID:0050177	Monogenic Disease
OMIM:614870	PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER); PBD6A	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614871	PEROXISOME BIOGENESIS DISORDER 6B; PBD6B	NA	NA	NA	NA
OMIM:614872	PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER); PBD7A	NA	NA	NA	NA
OMIM:614873	PEROXISOME BIOGENESIS DISORDER 7B; PBD7B	NA	NA	NA	NA
OMIM:614874	CILIARY DYSKINESIA, PRIMARY, 18; CILD18	DOID:9562	Primary Ciliary Dyskinesia	DOID:0060340	Ciliopathy
OMIM:614876	PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER); PBD8A	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614877	PEROXISOME BIOGENESIS DISORDER 8B; PBD8B	NA	NA	NA	NA
OMIM:614878	AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED; APLAID	NA	NA	NA	NA
OMIM:614879	PEROXISOME BIOGENESIS DISORDER 9B; PBD9B	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614880	HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA; HH15	NA	NA	NA	NA
OMIM:614881	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5; DSMA5	NA	NA	NA	NA
OMIM:614882	PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER); PBD10A	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614883	PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER); PBD11A	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614885	PEROXISOME BIOGENESIS DISORDER 11B; PBD11B	NA	NA	NA	NA
OMIM:614886	PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER); PBD12A	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614887	PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER); PBD13A	DOID:906	Peroxisomal Disease	DOID:655	Inherited Metabolic Disorder
OMIM:614889	IMMUNODEFICIENCY 28; IMD28	NA	NA	NA	NA
OMIM:614890	IMMUNODEFICIENCY 29; IMD29	NA	NA	NA	NA
OMIM:614891	IMMUNODEFICIENCY 30; IMD30	NA	NA	NA	NA
OMIM:614892	IMMUNODEFICIENCY 31A; IMD31A	NA	NA	NA	NA
OMIM:614893	IMMUNODEFICIENCY 32A; IMD32A	NA	NA	NA	NA
OMIM:614894	IMMUNODEFICIENCY 32B; IMD32B	NA	NA	NA	NA
OMIM:614895	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F; CMT4F	DOID:0050541	Charcot-Marie-Tooth Disease Type 4	DOID:863	Nervous System Disease
OMIM:614896	SINOATRIAL NODE DYSFUNCTION AND DEAFNESS; SANDD	NA	NA	NA	NA
OMIM:614897	HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA; HH16	NA	NA	NA	NA
OMIM:614898	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE; SPG53	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:614899	DEAFNESS, AUTOSOMAL RECESSIVE 93; DFNB93	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:614900	DIAMOND-BLACKFAN ANEMIA 11; DBA11	DOID:1339	Diamond-Blackfan Anemia	DOID:2914	Immune System Disease
OMIM:614915	LETHAL CONGENITAL CONTRACTURE SYNDROME 4; LCCS4	NA	NA	NA	NA
OMIM:614916	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4; CPVT4	NA	NA	NA	NA
OMIM:614920	PEROXISOME BIOGENESIS DISORDER 14B; PEX14B	NA	NA	NA	NA
OMIM:614921	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It; CDG1T	NA	NA	NA	NA
OMIM:614922	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11	DOID:0060286	Combined Oxidative Phosphorylation Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614923	BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY; BCKDKD	NA	NA	NA	NA
OMIM:614924	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12; COXPD12	DOID:0060286	Combined Oxidative Phosphorylation Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614926	PERRAULT SYNDROME 2; PRLTS2	DOID:0050857	Perrault Syndrome	DOID:0050177	Monogenic Disease
OMIM:614929	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE; ECTD7	NA	NA	NA	NA
OMIM:614931	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE; ECTD9	NA	NA	NA	NA
OMIM:614932	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13; COXPD13	DOID:0060286	Combined Oxidative Phosphorylation Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614934	DEAFNESS, AUTOSOMAL RECESSIVE 70; DFNB70	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:614935	CILIARY DYSKINESIA, PRIMARY, 19; CILD19	DOID:9562	Primary Ciliary Dyskinesia	DOID:0060340	Ciliopathy
OMIM:614937	MYOCLONUS, FAMILIAL CORTICAL; FCM	NA	NA	NA	NA
OMIM:614940	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT; ECTD11A	NA	NA	NA	NA
OMIM:614941	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD11B	NA	NA	NA	NA
OMIM:614944	DEAFNESS, AUTOSOMAL RECESSIVE 84B; DFNB84B	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:614945	DEAFNESS, AUTOSOMAL RECESSIVE 18B; DFNB18B	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:614946	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14; COXPD14	DOID:0060286	Combined Oxidative Phosphorylation Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614947	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15	DOID:0060286	Combined Oxidative Phosphorylation Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:614959	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14; EIEE14	DOID:0050709	Ohtahara Syndrome	DOID:863	Nervous System Disease
OMIM:614961	PONTOCEREBELLAR HYPOPLASIA, TYPE 8; PCH8	DOID:0060277	Pontocerebellar Hypoplasia Type 8	DOID:863	Nervous System Disease
OMIM:614962	LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD	NA	NA	NA	NA
OMIM:614963	LEPTIN RECEPTOR DEFICIENCY	NA	NA	NA	NA
OMIM:614970	JOUBERT SYNDROME 20; JBTS20	DOID:0050777	Joubert Syndrome	DOID:0060340	Ciliopathy
OMIM:614972	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3; ICP3	DOID:1852	Intrahepatic Cholestasis	DOID:77	Gastrointestinal System Disease
OMIM:614974	FOCAL FACIAL DERMAL DYSPLASIA 4; FFDD4	NA	NA	NA	NA
OMIM:614976	CARPENTER SYNDROME 2; CRPT2	DOID:0060234	Carpenter Syndrome	DOID:17	Musculoskeletal System Disease
OMIM:614980	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2; CHTD2	NA	NA	NA	NA
OMIM:615005	EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5	NA	NA	NA	NA
OMIM:615006	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 15; EIEE15	DOID:0050709	Ohtahara Syndrome	DOID:863	Nervous System Disease
OMIM:615007	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4; IBGC4	DOID:0060230	Basal Ganglia Calcification	DOID:863	Nervous System Disease
OMIM:615008	NEPHROTIC SYNDROME, TYPE 7; NPHS7	DOID:1184	Nephrotic Syndrome	DOID:18	Urinary System Disease
OMIM:615009	SCHUURS-HOEIJMAKERS SYNDROME; SHMS	DOID:0060307	Autosomal Dominant Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:615010	AICARDI-GOUTIERES SYNDROME 6; AGS6	DOID:0050629	Aicardi-Goutieres Syndrome	DOID:0050177	Monogenic Disease
OMIM:615023	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 9; ARCI9	NA	NA	NA	NA
OMIM:615024	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10; ARCI10	NA	NA	NA	NA
OMIM:615025	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Q; CMT2Q	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:615026	RIBOFLAVIN DEFICIENCY; RBFVD	DOID:8454	Ariboflavinosis	DOID:0060158	Acquired Metabolic Disease
OMIM:615028	EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE; EBNS	NA	NA	NA	NA
OMIM:615030	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE; SPG56	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:615031	SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE; SPG49	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:615032	AUTISM, SUSCEPTIBILITY TO, 18; AUTS18	DOID:12849	Autistic Disorder	DOID:0060037	Developmental Disorder of Mental Health
OMIM:615033	SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE; SPG54	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:615034	DYSTONIA 24; DYT24	NA	NA	NA	NA
OMIM:615035	SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE; SPG55	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:615040	EPISODIC PAIN SYNDROME, FAMILIAL, 1; FEPS1	NA	NA	NA	NA
